Pubdate,Artikel_Titel,Teaser,Artikel_URL,Image_URL,Kategorie,Region,Latitude,Longitude
18.08.2014,Sharif bietet Protestierenden Gespräche an,Einige zehntausend Anhänger von Imran Khan und Tahir-ul-Qadri fordern in Islamabad den Rücktritt von Premier Sharif. Damit blieb der Protest weit unterhalb der angekündigten Million Demonstranten.,http://www.dw.de/sharif-bietet-protestierenden-gespr%C3%A4che-an/a-17847855,"http://www.dw.de/image/0,,17859696_303,00.jpg",Ausland,Asien,33.729388,73.093146
12.08.2014,"Diffuse Einigung in Kabul ""besser als Krieg""",Die beiden Gegner aus der Stichwahl um das afghanische Präsidentenamt haben offiziell dem US-Vorschlag einer Regierung der nationalen Einheit zugestimmt. Vieles dabei bleibt unklar und in rechtlichen Grauzonen.,http://www.dw.de/diffuse-einigung-in-kabul-besser-als-krieg/a-17847468,"http://www.dw.de/image/0,,17842526_303,00.jpg",Ausland,Asien,34.533333,69.166667
17.08.2014,Frust in Ghanas Erdöl-Stadt,"Alles besser machen als der Nachbar Nigeria - das hatte sich Ghana fest vorgenommen, als die ersten Ölquellen sprudelten. Doch der Traum vom Wohlstand hat sich in der Küstenstadt Takoradi nur für wenige erfüllt.",http://www.dw.de/frust-in-ghanas-erd%C3%B6l-stadt/a-17816140,"http://www.dw.de/image/0,,17809619_303,00.jpg",Wirtschaft,Afrika,4.940000,-1.720000
04.08.2014,Immer mehr Tote bei Erdbeben in China,Die Provinz Yunan im Südwesten Chinas ist vom stärksten Beben seit 14 Jahren erschüttert worden. Den Rettern bietet sich ein Bild der Verwüstung. Sie bergen immer mehr Leichen aus den Trümmern.,http://www.dw.de/immer-mehr-tote-bei-erdbeben-in-china/a-17829366,"http://www.dw.de/image/0,,17829039_303,00.jpg",Naturkatastrophe,Asien,25.045806,102.710002
13.04.2014,Schwere Erdbeben auf den Salomonen-Inseln,Zwei schwere Erdbeben haben die Salomonen-Inseln im Pazifik erschüttert. Es wurde Tsunami-Alarm ausgelöst. Die Bewohner stehen noch unter dem Schock schwerer Überflutungen Anfang des Monats.,http://www.dw.de/schwere-erdbeben-auf-den-salomonen-inseln/a-17564271,"http://www.dw.de/image/0,,17564209_303,00.jpg",Naturkatastrophe,Asien,-9.645710,160.156194
24.07.2014,"Fage: ""Die Anschläge haben eine neue Dimension""","Neue Anschläge erschüttern die zentralnigerianische Stadt Kaduna. Im Visier offenbar: ein Politiker und ein Imam. Attentate auf so hochrangige Persönlichkeiten sind neu, sagt der Politologe Kamilu Sani Fage.",http://www.dw.de/fage-die-anschl%C3%A4ge-haben-eine-neue-dimension/a-17807873,"http://www.dw.de/image/0,,17804225_303,00.jpg",Anschlag,Afrika,10.516667,7.433333
30.06.2014,Sprengstoffanschläge in Kairo,Es war ein angekündigtes Attentat. Bei Bombenexplosionen in Ägypten sind mindestens zwei Polizisten getötet worden. Am Wochenende hatte eine Terrorgruppe mit Anschlägen gedroht.,http://www.dw.de/sprengstoffanschl%C3%A4ge-in-kairo/a-17746215,"http://www.dw.de/image/0,,17746652_303,00.jpg",Anschlag,Nahost,30.044420,31.235712
12.08.2014,Flüchtlinge im Irak in höchster Gefahr,Trotz der US-Luftangriffe auf Stellungen der IS-Terroristen wird die Lage der Flüchtlinge im Irak immer verzweifelter. Die USA schicken weitere 130 Militärberater.,http://www.dw.de/fl%C3%BCchtlinge-im-irak-in-h%C3%B6chster-gefahr/a-17848519,"http://www.dw.de/image/0,,17848475_303,00.jpg",Krise,Nahost,36.320000,41.860000
10.08.2014,Viele Tote bei Flugzeugabsturz im Iran,Kurz nach dem Start in Teheran ist eine Passagiermaschine der iranischen Sepahan-Airlines mit mindestens 48 Menschen an Bord abgestürzt. Die Maschine befand sich auf einem Inlandsflug.,http://www.dw.de/viele-tote-bei-flugzeugabsturz-im-iran/a-17843954,"http://www.dw.de/image/0,,17844019_303,00.jpg",Unfall,Nahost,35.696111,51.423056
23.07.2014,Fast 50 Tote bei Flugzeugunglück in Taiwan,Bei einer missglückten Notlandung ist ein Flugzeug mit 58 Insassen auf Taiwan verunglückt. Nach Angaben der Behörden wurden dabei mindestens 47 Menschen getötet.,http://www.dw.de/fast-50-tote-bei-flugzeugungl%C3%BCck-in-taiwan/a-17802423,"http://www.dw.de/image/0,,17803166_303,00.jpg",Unfall,Asien,23.565479,119.615143
18.08.2014,Merkel verspricht Lettland Nato-Unterstützung,"Mitten in der Ukraine-Krise verspricht Kanzlerin Merkel den baltischen Staaten, die Nato-Präsenz in Osteuropa deutlich auszuweiten. Truppenstützpunkte an der Grenze zu Russland lehnt sie dagegen ab.",http://www.dw.de/merkel-verspricht-lettland-nato-unterst%C3%BCtzung/a-17861895,"http://www.dw.de/image/0,,17861098_303,00.jpg",Ausland,Europa,56.949649,24.105186
